uniprot_quickGO	Description	HS1	HS2	HS3	A21	A22	B51	B52	C11	C12
A0A0H2VI32	F1613_RS00815	14484	12710	13510	4186	5970	6755	41761	13727	14655
A0A0H2VI33	F1613_RS12595	2131	2410	2101	2946	2570	2717	2263	2125	1341
A0A0H2VI34	F1613_RS09265	2873	2357	3406	3863	4103	2794	4808	1556	1958
A0A0H2VI36	F1613_RS06830	24664	19782	24575	10246	8151	10689	14017	6784	9622
A0A0H2VI37	F1613_RS00845	4702	3413	5635	16693	9585	9482	6011	3424	5930
A0A0H2VI38	F1613_RS00455	8127	4370	4716	9930	11910	7644	23589	11634	17432
A0A0H2VI39	F1613_RS09315	2142	2409	1948	3172	3113	1892	1444	2749	2179
A0A0H2VI40	F1613_RS01295	2751	2314	5136	2628	5296	5503	3627	7767	8246
A0A0H2VI42	F1613_RS00880	2463	3296	3130	2343	2510	2237	1732	2035	3054
A0A0H2VI43	nreA	3423	2646	8564	1414	3398	10696	19016	21113	21402
A0A0H2VI44	F1613_RS06910	5688	4630	4967	2508	3379	2805	6013	3656	3416
A0A0H2VI45	F1613_RS01320	810	428	650	1622	1280	1116	463	1481	442
A0A0H2VI46	cobA	4552	3085	10927	2069	7996	20847	36165	41056	50884
A0A0H2VI47	rsmD	1724	1772	1419	2412	2603	1799	695	1510	824
A0A0H2VI48	F1613_RS00905	1921	1243	1583	1356	1601	1219	2311	1495	2193
A0A0H2VI49	F1613_RS01365	1514	1119	1012	950	1236	2087	1060	3191	1768
A0A0H2VI50	F1613_RS01390	295	307	322	215	250	308	246	465	311
A0A0H2VI51	F1613_RS00550	11164	12396	11490	8149	10213	19682	10452	33315	35592
A0A0H2VI52	thiO	566	654	632	187	175	172	337	142	279
A0A0H2VI53	zapA	716	501	592	1182	1602	979	1045	823	433
A0A0H2VI54	ppdK	2462	2003	1494	907	939	951	3173	710	557
A0A0H2VI55	F1613_RS00575	303	299	271	434	540	416	220	425	406
A0A0H2VI56	betB	28163	61613	52895	26047	17834	4392	20403	10141	7043
A0A0H2VI57	sdhB	12458	10403	5829	7636	9743	11071	28912	16981	34692
A0A0H2VI58	F1613_RS00600	4138	2952	3906	10641	7628	13106	22407	6956	11317
A0A0H2VI59	nrdG	7172	3978	9570	265	394	4067	4016	12031	7248
A0A0H2VI61	F1613_RS00630	350	501	508	577	507	509	602	426	238
A0A0H2VI62	recJ	5620	6502	7497	10772	11458	11721	8694	12020	9609
A0A0H2VI63	cobA	4552	3085	10927	2069	7996	20847	36165	41056	50884
A0A0H2VI64	F1613_RS07145	6500	7161	5041	6603	8347	5595	3983	7367	2591
A0A0H2VI65	F1613_RS00655	4793	4635	4022	3450	3340	3228	1934	3943	1486
A0A0H2VI66	F1613_RS07175	455	965	501	297	303	221	114	191	71
A0A0H2VI67	F1613_RS01555	59279	72043	24066	1365	1905	1712	1609	1852	2325
A0A0H2VI68	mreD	1544	2128	1761	1281	1466	1349	1254	1613	969
A0A0H2VI69	F1613_RS00675	3798	3762	4101	1544	1384	1719	2445	2312	1517
A0A0H2VI70	F1613_RS09465	211	252	171	415	464	251	329	245	254
A0A0H2VI71	F1613_RS01580	15	19	29	27	47	26	182	18	46
A0A0H2VI72	F1613_RS07235	1087	1388	1345	2632	2414	1613	548	1327	1117
A0A0H2VI73	F1613_RS09510	2816	2585	3131	1934	1726	1921	4117	2274	1426
A0A0H2VI74	F1613_RS01605	3453	3267	3057	2163	2244	3255	2078	4409	3258
A0A0H2VI75	F1613_RS00725	3308	1256	1098	1122	4624	3229	721	5566	2613
A0A0H2VI76	F1613_RS09575	8232	8083	8182	7643	7530	7166	7546	7228	9887
A0A0H2VI77	F1613_RS07270	2840	5821	3253	333	406	414	1641	499	1818
A0A0H2VI78	F1613_RS01630	180	345	203	167	145	127	265	214	320
A0A0H2VI79	F1613_RS00750	1848	1600	1572	2171	2486	1856	1201	2467	1513
A0A0H2VI81	polA	15977	11849	12732	14937	10191	15124	11901	16109	23800
A0A0H2VI82	F1613_RS07315	1267	1310	1429	4217	3219	3017	1844	2605	3491
A0A0H2VI84	F1613_RS00775	408	524	410	431	408	340	94	301	232
A0A0H2VI85	F1613_RS09660	7133	6148	8509	9915	8884	8167	8811	8380	10462
A0A0H2VI86	F1613_RS00990	3249	3120	2602	1006	1072	980	1121	731	714
A0A0H2VI89	F1613_RS00800	1630	1222	1475	274	781	715	2299	1057	2042
A0A0H2VI90	ffh	26599	21460	30263	19039	15593	16560	44358	12589	22637
A0A0H2VI91	F1613_RS09715	15988	18193	14179	8386	7294	8466	6578	10810	8262
A0A0H2VI93	ylqF	2731	2917	3368	6331	5276	5383	4337	5275	4954
A0A0H2VI94	F1613_RS01720	3016	2931	3561	2154	2687	3083	5060	1714	3123
A0A0H2VI95	F1613_RS09760	2824	4194	3499	2593	3320	3139	705	4476	773
A0A0H2VI96	F1613_RS00835	4084	4145	4130	7278	5602	7000	2021	5312	4910
A0A0H2VI97	pgsC	73	102	87	172	85	172	38	195	135
A0A0H2VI98	F1613_RS09780	1366	1224	1131	1639	1393	1864	1014	2204	1470
A0A0H2VI99	F1613_RS01745	14774	9298	21386	1775	4583	22534	32669	40753	35787
A0A0H2VIA0	F1613_RS07540	2761	1695	2888	4176	4197	2874	14986	1578	3813
A0A0H2VIA1	F1613_RS00870	1457	1142	1070	208	224	113	301	92	110
A0A0H2VIA2	F1613_RS01130	3549	3282	1889	1953	1917	1764	2638	4902	2513
A0A0H2VIA3	F1613_RS09820	1911	2011	2383	4969	4030	4167	2312	3530	4147
A0A0H2VIA4	F1613_RS01770	32125	23942	39796	46303	41275	42451	75762	32918	33886
A0A0H2VIA5	F1613_RS01150	32474	26192	16247	110082	165149	66819	361889	64452	93671
A0A0H2VIA6	F1613_RS00895	151	346	201	135	143	97	121	84	52
A0A0H2VIA7	F1613_RS07595	6875	9293	10703	18030	11923	10044	3859	8033	7299
A0A0H2VIA8	F1613_RS09860	11921	10171	9817	7217	6146	7819	16128	13645	16903
A0A0H2VIA9	F1613_RS01800	4404	3215	5265	7075	7589	6719	8735	8653	4403
A0A0H2VIB0	F1613_RS07620	6445	6420	5950	3254	3283	3626	5720	5009	2795
A0A0H2VIB1	F1613_RS01185	10193	8825	9076	17127	16256	24416	12260	33486	37388
A0A0H2VIB2	F1613_RS00920	10228	6287	2833	6246	6414	6651	1343	2892	6443
A0A0H2VIB3	F1613_RS09895	6234	5645	8495	7345	5850	6682	11264	4381	6923
A0A0H2VIB4	F1613_RS01825	2185	2152	2887	1335	1234	1337	2594	1196	1768
A0A0H2VIB5	F1613_RS01210	385	257	244	362	225	307	430	363	157
A0A0H2VIB6	F1613_RS07655	1050	384	695	457	667	666	1409	395	937
A0A0H2VIB7	F1613_RS09925	4162	3302	3331	2910	4076	2708	5073	3884	2412
A0A0H2VIB8	asp1	4973	5441	7561	2080	2110	2391	1078	2338	1443
A0A0H2VIC0	F1613_RS07695	6349	4918	3441	12281	9816	5213	1967	5637	2841
A0A0H2VIC1	F1613_RS09950	3251	784	818	186	224	138	371	183	81
A0A0H2VIC2	F1613_RS01285	9971	3751	3021	4404	19355	7552	5955	11960	12723
A0A0H2VIC3	phnE	273	330	407	574	539	563	341	380	251
A0A0H2VIC4	F1613_RS07740	12611	7457	10650	23998	26539	24675	33099	40736	48328
A0A0H2VIC5	F1613_RS09985	1437	1618	1352	946	1003	996	1466	1427	692
A0A0H2VIC6	F1613_RS01315	1956	1057	1922	3183	2774	2210	2016	2788	1461
A0A0H2VIC7	F1613_RS01905	173	267	385	220	242	219	122	88	82
A0A0H2VIC9	F1613_RS10010	14287	17465	11126	4713	6194	6031	3053	7376	9279
A0A0H2VID0	alsS	153875	90574	121480	14493	23266	61614	49112	122066	123589
A0A0H2VID1	folK	9097	10622	6742	25139	24008	23498	8120	32669	13393
A0A0H2VID2	F1613_RS07800	32	47	59	66	72	64	25	61	18
A0A0H2VID3	F1613_RS10045	4978	2500	2752	1989	6141	3643	5201	6960	5039
A0A0H2VID4	F1613_RS01380	318	199	198	174	372	243	175	316	242
A0A0H2VID5	F1613_RS02075	19382	15040	16799	8797	7549	9723	6173	7189	4444
A0A0H2VID8	F1613_RS07820	435	428	376	1536	1457	962	2676	1197	4103
A0A0H2VID9	rnmV	1755	1653	1443	6010	5706	4072	782	2620	1249
A0A0H2VIE0	F1613_RS10115	183	344	223	2320	1929	1025	132	755	417
A0A0H2VIE1	F1613_RS01445	5712	3415	2527	1504	1549	2101	1189	3039	1661
A0A0H2VIE2	F1613_RS07840	368	471	513	128	118	289	332	567	168
A0A0H2VIE3	F1613_RS00950	2709	3230	2115	1838	2230	1620	738	2141	751
A0A0H2VIE4	F1613_RS02180	6358	6066	5553	13561	14522	11012	4653	8748	5154
A0A0H2VIE5	F1613_RS10135	2261	2932	2996	25769	23859	31403	1472	21440	18583
A0A0H2VIE7	F1613_RS00980	918	1018	1376	1156	1493	1304	1193	1119	1317
A0A0H2VIE8	dnaX	7626	7469	7144	8318	8272	9612	8588	11443	13555
A0A0H2VIE9	F1613_RS07870	1374	1777	1073	1582	1619	1309	2074	1107	1033
A0A0H2VIF0	F1613_RS10160	70	90	95	48	58	50	84	26	36
A0A0H2VIF1	F1613_RS01510	448	463	493	242	385	487	414	454	510
A0A0H2VIF2	srtA	3026	3009	2323	1544	1595	1582	2481	1282	1518
A0A0H2VIF3	F1613_RS02270	3335	4802	2708	760	940	926	630	1574	1208
A0A0H2VIF4	F1613_RS07915	99	194	63	86	90	67	154	73	180
A0A0H2VIF5	F1613_RS10185	79	48	54	36	50	61	73	47	71
A0A0H2VIF6	F1613_RS01545	37730	55784	18237	1288	2061	1620	2731	1694	2110
A0A0H2VIF7	F1613_RS01060	34324	18864	18363	11185	21243	24472	32083	42147	30975
A0A0H2VIF8	F1613_RS02295	5198	5947	5470	3009	2206	2689	1512	3183	2229
A0A0H2VIF9	F1613_RS08000	2720	3191	3760	5123	6087	4665	3560	3702	3428
A0A0H2VIG0	F1613_RS10210	521	545	718	482	545	494	232	355	189
A0A0H2VIG1	F1613_RS01570	2015	2184	2351	3314	3000	2355	7998	2572	2912
A0A0H2VIG3	F1613_RS02330	766	869	465	906	1057	1749	976	2363	1091
A0A0H2VIG4	F1613_RS10235	176	233	330	91	87	133	91	68	89
A0A0H2VIG5	F1613_RS01595	683	903	684	1257	1173	975	1065	1004	558
A0A0H2VIG6	F1613_RS08045	52	60	105	8	8	29	15	22	38
A0A0H2VIG7	F1613_RS01120	18771	20327	12274	4940	4809	4672	11620	6970	8777
A0A0H2VIG8	F1613_RS02360	1695	2341	915	2788	3549	2458	8143	10714	2519
A0A0H2VIG9	F1613_RS10260	336	315	373	590	559	520	253	297	300
A0A0H2VIH0	F1613_RS01620	5668	5360	4335	2044	3474	2801	10421	1570	3689
A0A0H2VIH2	F1613_RS08105	1254	1264	1719	811	728	841	321	431	629
A0A0H2VIH3	F1613_RS02400	1811	690	2572	7214	9195	9226	19874	9804	6379
A0A0H2VIH5	F1613_RS10285	135	137	147	80	127	114	111	87	35
A0A0H2VIH6	F1613_RS01175	441	377	1013	1215	1567	762	781	520	758
A0A0H2VIH7	phoU	604	688	842	411	442	296	1255	218	279
A0A0H2VIH8	F1613_RS02420	4477	2220	2511	3208	3177	4570	7047	5074	4759
A0A0H2VIH9	F1613_RS10350	888	1332	1208	1069	973	961	308	880	406
A0A0H2VII0	F1613_RS01665	1148	786	635	567	599	777	728	619	480
A0A0H2VII1	F1613_RS01200	173	188	207	225	131	223	164	145	225
A0A0H2VII2	F1613_RS02445	1956	1438	1040	2383	2636	2735	1844	4133	1702
A0A0H2VII3	F1613_RS01240	285	332	193	270	257	347	324	282	261
A0A0H2VII4	F1613_RS10390	2896	2012	2183	2921	2439	2750	1877	3364	4994
A0A0H2VII5	arcD	11305	6121	8006	4261	8799	10541	20091	5464	6703
A0A0H2VII6	F1613_RS08170	2524	2023	2110	1698	2156	12689	1318	9019	8174
A0A0H2VII8	F1613_RS01735	2959	3111	2342	1415	1515	1507	2410	1677	1368
A0A0H2VII9	F1613_RS01275	3343	2564	2908	4902	4465	4950	5976	4732	7481
A0A0H2VIJ0	F1613_RS10420	26534	20218	32459	46164	31363	36882	17176	31612	33262
A0A0H2VIJ1	F1613_RS08215	26	35	31	4	2	4	2	6	8
A0A0H2VIJ2	F1613_RS02530	54	96	62	210	127	181	40	49	48
A0A0H2VIJ3	F1613_RS01760	171	122	138	92	141	211	711	159	108
A0A0H2VIJ4	F1613_RS01300	1095	883	2000	1060	1781	1934	1224	2363	1998
A0A0H2VIJ5	F1613_RS10455	3656	1944	3194	13182	12405	11293	11114	11657	11772
A0A0H2VIJ6	F1613_RS08255	8604	8710	10078	9734	6736	7072	6610	5589	7911
A0A0H2VIJ7	F1613_RS12620	102	186	79	158	149	84	61	133	37
A0A0H2VIJ8	F1613_RS01790	2552	948	1251	784	1441	1244	4273	2285	1237
A0A0H2VIJ9	F1613_RS01340	637	695	729	739	700	736	667	817	745
A0A0H2VIK0	trmL	968	707	1475	3332	2909	2605	892	1579	1561
A0A0H2VIK2	F1613_RS02590	876	952	1291	1061	920	915	1616	550	1066
A0A0H2VIK3	F1613_RS01815	6846	5491	4519	4727	6709	4054	7280	3718	7867
A0A0H2VIK4	F1613_RS01370	3945	3261	3580	225	159	403	678	402	602
A0A0H2VIK5	F1613_RS10505	1258	975	950	4338	4657	3275	3144	2902	2100
A0A0H2VIK6	F1613_RS02615	757	587	688	194	211	256	119	184	146
A0A0H2VIK7	F1613_RS08335	20	50	34	41	36	29	2	9	8
A0A0H2VIK8	asp3	1509	1570	2280	538	465	539	471	545	471
A0A0H2VIK9	F1613_RS01395	3	5	12	7	14	17	15	15	5
A0A0H2VIK9	F1613_RS12190	99	132	85	29	20	44	40	19	20
A0A0H2VIL0	F1613_RS10695	22561	32988	21027	7771	6256	5151	12482	4510	4474
A0A0H2VIL1	msrA	18911	16260	16883	10453	10197	11120	8658	14295	18149
A0A0H2VIL2	F1613_RS02655	2894	5805	3658	2830	2219	2718	683	1859	4074
A0A0H2VIL4	F1613_RS01435	16911	15522	13672	9157	8744	10100	8754	12955	13002
A0A0H2VIL6	F1613_RS08425	3886	3088	3012	1547	1644	1418	1485	1658	1077
A0A0H2VIL7	F1613_RS02680	642	889	883	605	478	625	337	343	811
A0A0H2VIL8	F1613_RS01895	636	559	865	293	360	386	288	213	240
A0A0H2VIL9	F1613_RS10760	2535	3972	3389	5652	4138	4938	1431	4014	4113
A0A0H2VIM0	F1613_RS01465	5095	9161	7073	3403	4865	1691	7652	1105	1306
A0A0H2VIM1	F1613_RS08450	14420	13469	13635	17609	15298	13400	10657	14010	16398
A0A0H2VIM2	F1613_RS02710	458	626	415	558	581	780	217	461	866
A0A0H2VIM4	nrdD	17257	10083	26609	741	1061	13909	11577	29624	23843
A0A0H2VIM5	F1613_RS10815	733	688	1118	1713	2093	5677	15830	3600	3505
A0A0H2VIM6	F1613_RS08495	344	560	450	1371	840	769	99	723	183
A0A0H2VIM8	F1613_RS01530	2629	1166	1886	2765	2947	4473	4352	3644	4724
A0A0H2VIM9	F1613_RS02065	12060	7847	8836	5030	4304	5785	7819	4033	6635
A0A0H2VIN0	F1613_RS10880	14155	9055	14605	12040	10274	11674	8588	10021	9243
A0A0H2VIN1	F1613_RS08535	2631	1874	1296	2471	2083	1377	1977	1657	1186
A0A0H2VIN2	F1613_RS02760	89	81	65	55	50	58	96	32	49
A0A0H2VIN3	F1613_RS01560	1740	2045	2023	2022	1773	1783	1327	1450	1986
A0A0H2VIN4	purR	10213	8782	9558	13442	13846	10296	42664	11286	13340
A0A0H2VIN5	F1613_RS10935	2704	3139	5854	2307	3377	6015	2746	7978	10063
A0A0H2VIN6	F1613_RS08580	9417	9629	10242	11341	11555	11404	15185	10436	17870
A0A0H2VIN7	noc	22435	25239	20389	13755	10587	11195	43672	6659	19521
A0A0H2VIN8	F1613_RS02165	767	909	659	2665	2418	1806	751	1593	1892
A0A0H2VIN9	F1613_RS01585	3056	2707	2710	4524	5120	3602	5113	2910	4394
A0A0H2VIP0	blaI	12589	21951	12398	3055	2693	3070	2681	3101	1701
A0A0H2VIP1	F1613_RS08620	624	710	869	1014	687	1095	546	748	1021
A0A0H2VIP2	F1613_RS02200	109	179	62	147	130	119	160	132	65
A0A0H2VIP4	F1613_RS10995	944	434	1020	785	773	723	789	521	525
A0A0H2VIP5	F1613_RS01610	1455	1035	958	836	837	1094	562	1392	937
A0A0H2VIP7	F1613_RS11020	1380	1288	1852	878	774	679	493	574	520
A0A0H2VIP8	F1613_RS02260	2854	3103	2988	624	779	1259	2832	1978	4454
A0A0H2VIP9	F1613_RS01635	1431	2199	1369	462	495	563	701	649	771
A0A0H2VIQ0	F1613_RS08685	700	915	775	406	448	305	124	316	98
A0A0H2VIQ2	F1613_RS02285	850	876	718	901	878	743	587	960	615
A0A0H2VIQ3	pmtD	2723	2026	4777	6704	12605	21506	142922	32778	64718
A0A0H2VIQ4	F1613_RS01655	177	218	159	171	174	179	160	107	96
A0A0H2VIQ5	zwf	57931	63334	46678	12638	11203	12575	22635	15217	12240
A0A0H2VIQ6	F1613_RS11070	328	380	529	1247	1273	722	1346	921	1258
A0A0H2VIQ8	F1613_RS02320	1103	459	476	1999	2607	4373	16746	2202	3543
A0A0H2VIQ9	F1613_RS01680	4523	4240	6173	5243	5665	7529	7316	7910	9243
A0A0H2VIR0	F1613_RS11105	1192	1590	2091	802	670	416	872	648	664
A0A0H2VIR1	F1613_RS08760	3907	3928	4965	4069	2776	3442	4574	2709	3570
A0A0H2VIR2	F1613_RS02345	2528	2971	2268	2934	2887	2940	2853	2959	5136
A0A0H2VIR4	F1613_RS01725	1417	840	809	823	849	1096	759	957	1237
A0A0H2VIR5	recN	27869	23172	21062	16000	11524	18668	14516	21347	25032
A0A0H2VIR6	F1613_RS11140	11419	14287	10745	5807	5418	4714	6367	5433	10022
A0A0H2VIR7	F1613_RS02390	2336	2234	2747	3709	3879	2755	2934	1665	1981
A0A0H2VIR8	F1613_RS08860	12477	14242	13797	7034	7488	6565	17112	12473	11342
A0A0H2VIR9	F1613_RS01750	16	45	16	27	17	36	8	22	40
A0A0H2VIS0	F1613_RS11160	1128	1010	1411	2136	1663	1624	8064	1257	3048
A0A0H2VIS2	F1613_RS02410	42	62	28	44	66	32	45	45	21
A0A0H2VIS3	F1613_RS01775	17264	19489	28818	8794	7417	11766	8042	6484	11989
A0A0H2VIS4	F1613_RS12550	74	39	54	162	162	80	136	59	39
A0A0H2VIS4	F1613_RS12695	11	11	10	20	30	11	2	20	5
A0A0H2VIS5	tsaB	2347	1756	2343	2025	1820	2120	835	2178	1458
A0A0H2VIT0	comGC	32	31	37	30	31	20	25	21	37
A0A0H2VIT1	F1613_RS02485	2555	2016	1545	2960	4055	4794	7569	3512	4438
A0A0H2VIT2	gtfB	6963	6087	8470	3072	2833	3060	2355	2257	2412
A0A0H2VIT4	F1613_RS11315	1762	3536	3310	3593	2635	2513	1034	3345	1213
A0A0H2VIT5	F1613_RS02525	255	265	281	688	586	621	332	588	1080
A0A0H2VIT6	F1613_RS01865	141299	92486	136077	57147	64132	65804	118735	62104	71748
A0A0H2VIT7	F1613_RS08945	9366	10630	10149	11539	10109	10043	13693	14634	17284
A0A0H2VIT8	F1613_RS11370	3356	3217	3814	5512	5496	5448	2382	6746	4336
A0A0H2VIU0	F1613_RS02545	10146	4807	3482	13288	45251	15888	28143	31493	40769
A0A0H2VIU1	phnE	273	330	407	574	539	563	341	380	251
A0A0H2VIU2	F1613_RS11395	942	1256	1575	907	582	441	319	316	294
A0A0H2VIU5	F1613_RS02580	21	94	19	28	13	27	45	56	19
A0A0H2VIU6	F1613_RS10040	939	922	770	499	413	453	605	564	532
A0A0H2VIU6	F1613_RS01045	953	758	747	488	485	468	599	635	464
A0A0H2VIU6	F1613_RS03080	926	858	764	489	398	440	554	530	486
A0A0H2VIU7	F1613_RS11525	4131	4784	7191	7657	6003	4430	4521	2368	3654
A0A0H2VIU8	F1613_RS09035	619	478	541	2566	1978	2447	925	4265	1285
A0A0H2VIU9	F1613_RS02605	219	183	202	52	46	80	89	75	54
A0A0H2VIV0	ftsH	76137	97668	85578	66379	60183	59004	94820	60172	73855
A0A0H2VIV2	F1613_RS11580	1289	1895	1388	1213	1000	1378	911	674	914
A0A0H2VIV3	F1613_RS02645	363	1172	502	568	521	486	205	427	490
A0A0H2VIV4	F1613_RS09085	2468	3342	3197	7787	7435	4770	1818	4686	2626
A0A0H2VIV5	F1613_RS02080	12626	10162	11952	6202	5145	6895	5455	5487	4868
A0A0H2VIV7	F1613_RS11625	6551	5587	5196	3145	3653	3407	6942	6627	5513
A0A0H2VIV8	bstA	6475	2882	2887	2093	7015	3304	5452	1935	5645
A0A0H2VIV9	F1613_RS09150	576	972	665	365	427	364	260	552	424
A0A0H2VIW0	F1613_RS02145	14079	14603	15945	23760	25944	19319	25296	15249	29955
A0A0H2VIW2	lepB	19560	18597	14777	25727	24481	23027	33147	20710	21684
A0A0H2VIW3	F1613_RS12470	4967	5991	4412	5293	3859	3472	3247	1949	1255
A0A0H2VIW4	F1613_RS02185	5265	7680	4670	9273	8993	8817	4382	13914	17442
A0A0H2VIW5	yqeK	3490	2987	3419	6063	5282	5356	6385	3412	6576
A0A0H2VIW6	czrA	34	34	29	23	21	20	12	8	11
A0A0H2VIW7	F1613_RS02725	55	64	41	85	91	54	313	58	87
A0A0H2VIW8	F1613_RS02235	638	775	408	824	670	600	534	820	360
A0A0H2VIW9	F1613_RS09220	5514	4812	6493	3278	4591	4864	2379	5997	6020
A0A0H2VIX0	F1613_RS02275	4299	7183	4350	1514	1559	1543	789	1839	615
A0A0H2VIX1	F1613_RS11725	11065	9645	12499	10097	8461	7982	11385	6335	7123
A0A0H2VIX2	F1613_RS02750	441	556	593	2332	2093	3050	410	897	2877
A0A0H2VIX3	F1613_RS09255	15582	12302	20008	19011	17726	15118	44537	6825	15812
A0A0H2VIX4	gmpC	990	876	514	447	553	998	1398	990	1426
A0A0H2VIX5	sdrM	2289	1854	2642	3595	3568	2813	3576	3593	2792
A0A0H2VIX6	F1613_RS02775	1267	1745	1574	1154	886	923	2314	855	1021
A0A0H2VIX7	F1613_RS09305	19586	18498	14778	4190	4302	3702	8122	3517	3989
A0A0H2VIX9	F1613_RS02335	4395	6403	4579	12028	7438	7633	4383	7581	7128
A0A0H2VIY0	F1613_RS11835	554	815	849	2546	763	1833	829	420	898
A0A0H2VIY3	F1613_RS11860	2314	3335	3583	6848	4512	6648	1351	2716	2873
A0A0H2VIY6	F1613_RS02405	307	555	269	392	435	428	321	478	302
A0A0H2VIY7	F1613_RS11890	6009	7848	5521	981	1157	1078	1621	1652	1275
A0A0H2VIY9	F1613_RS02425	3784	2090	2251	2966	3044	4010	6229	4419	5297
A0A0H2VIZ0	F1613_RS12125	7858	9617	11024	16979	9713	10117	16184	7880	11018
A0A0H2VIZ2	F1613_RS02460	17098	17772	29347	12650	9174	11886	9567	5410	11972
A0A0H2VIZ4	F1613_RS12160	22031	18770	21919	16397	16966	13645	42353	20527	20025
A0A0H2VIZ6	F1613_RS12195	11034	13142	9952	10570	9581	9237	9586	8734	7672
A0A0H2VIZ7	F1613_RS02515	3819	3051	2123	1919	2143	6213	1062	7095	5129
A0A0H2VIZ9	F1613_RS02535	36	61	22	118	79	86	36	55	30
A0A0H2VJ00	modB	2896	2495	2838	1705	1823	2788	4327	4536	4035
A0A0H2VJ02	F1613_RS09330	7232	10218	7384	6152	5436	5418	14877	5511	6562
A0A0H2VJ04	ssb	4210	2412	4644	27984	40986	25044	40387	15224	25403
A0A0H2VJ05	F1613_RS12275	362	646	430	1224	1288	704	154	896	313
A0A0H2VJ07	yajC	2268	2826	2772	3781	4083	2720	7751	4007	3350
A0A0H2VJ08	F1613_RS02595	1596	2610	2633	2961	2730	2338	3750	1154	2392
A0A0H2VJ10	F1613_RS12335	12078	13916	13682	5455	5472	6906	4544	7200	5499
A0A0H2VJ11	F1613_RS09450	1229	2647	1772	718	868	623	1368	685	1236
A0A0H2VJ13	F1613_RS02625	1330	1027	1200	560	802	650	432	646	417
A0A0H2VJ15	F1613_RS00010	9505	7808	8683	7387	18180	10723	7018	7461	8359
A0A0H2VJ16	F1613_RS09485	1605	1512	1979	2250	1995	1287	3747	1460	908
A0A0H2VJ17	F1613_RS02660	2105	5378	2713	1281	918	1217	356	1009	2195
A0A0H2VJ18	F1613_RS00040	3807	3642	4685	6150	5245	5302	5950	5706	5420
A0A0H2VJ19	F1613_RS09560	4120	3635	6599	12882	11257	18155	19284	16538	20440
A0A0H2VJ22	F1613_RS02685	913	1721	1529	1451	1509	1249	359	1055	510
A0A0H2VJ24	F1613_RS00070	5836	6381	4295	1151	1277	1197	2577	2544	2948
A0A0H2VJ26	F1613_RS02715	62	117	68	255	271	172	455	91	239
A0A0H2VJ27	F1613_RS09630	20894	31291	15208	10714	16168	11293	25602	16786	17703
A0A0H2VJ28	F1613_RS00105	3786	2075	2338	6449	7786	4775	4494	6309	5663
A0A0H2VJ31	F1613_RS09680	21969	32996	18736	7397	7518	8327	16047	9864	20342
A0A0H2VJ32	F1613_RS02740	1201	1326	1651	3146	3367	4433	1507	1525	7219
A0A0H2VJ33	F1613_RS00135	1468	1026	1446	468	572	543	306	479	274
A0A0H2VJ34	F1613_RS09745	2746	3990	2426	896	765	1097	766	1661	1377
A0A0H2VJ36	F1613_RS02765	2518	2725	2648	1928	1626	1285	4373	1000	1938
A0A0H2VJ37	F1613_RS00160	1981	1685	2697	6648	6474	4607	5105	3703	4994
A0A0H2VJ38	F1613_RS09770	795	768	586	315	430	634	513	700	294
A0A0H2VJ42	F1613_RS09795	5949	12618	8103	2685	2335	4076	2526	8173	2987
A0A0H2VJ45	F1613_RS09845	4931	4485	5507	7030	7089	6481	4266	6206	6529
A0A0H2VJ50	F1613_RS09875	8600	10189	7733	12002	9174	8081	4026	8808	3716
A0A0H2VJ54	F1613_RS00285	820	958	889	1381	1356	1318	486	1272	1414
A0A0H2VJ55	F1613_RS09910	12182	10155	11412	22492	19734	13817	13746	9123	11752
A0A0H2VJ58	F1613_RS00310	1592	950	1641	11521	11163	5779	18801	3129	4194
A0A0H2VJ59	F1613_RS09940	4043	5693	4822	3607	2989	3011	2655	3348	1933
A0A0H2VJ62	F1613_RS00365	3128	2159	2208	2528	2129	2617	1871	3458	2201
A0A0H2VJ63	F1613_RS09975	732	404	615	960	1194	967	782	1072	977
A0A0H2VJ66	F1613_RS00395	7622	7930	7890	5598	4975	7785	8221	15723	12355
A0A0H2VJ67	F1613_RS10000	118	439	236	59	40	46	53	75	55
A0A0H2VJ70	F1613_RS12585	1888	1980	1958	2218	1978	2224	1322	1371	777
A0A0H2VJ74	ytkD	1110	1578	1214	743	712	712	794	536	558
A0A0H2VJ76	F1613_RS00445	205	295	206	129	112	119	99	83	125
A0A0H2VJ81	F1613_RS00470	1749	3208	1947	2076	1876	1752	758	1610	1121
A0A0H2VJ81	F1613_RS12400	403	405	337	1041	811	782	291	403	208
A0A0H2VJ81	F1613_RS12405	224	549	274	268	269	287	170	149	142
A0A0H2VJ83	narH	5355	2343	18914	1849	13698	34856	74709	62722	102125
A0A0H2VJ84	F1613_RS12460	5273	5344	3998	4879	4941	5192	9154	6438	3955
A0A0H2VJ85	F1613_RS10150	210	308	258	148	128	119	170	77	79
A0A0H2VJ88	F1613_RS00540	1370	1680	1283	537	808	1363	996	3065	2722
A0A0H2VJ89	mobL	334	240	404	168	237	240	217	144	129
A0A0H2VJ93	F1613_RS00565	926	1321	1647	863	978	895	417	778	364
A0A0H2VJ94	F1613_RS10200	37	19	40	24	26	44	33	16	43
A0A0H2VJ98	F1613_RS00590	6112	5648	6648	20833	24966	19381	35897	28978	29742
